Rank,Actor_ID,Name,Img_link,Experince,Work
509,nm0000899,Monica Bellucci,"https://m.media-amazon.com/images/M/MV5BMTI2MzM5Njk1OF5BMl5BanBnXkFtZTYwMjA5OTgz._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Malèna (tt0213847)
510,nm0941777,Sam Worthington,"https://m.media-amazon.com/images/M/MV5BZWUwNmEwZTUtYzMxMS00ODg5LTlmYjItMGU4ZjNmN2Q1NjkwXkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Avatar (tt0499549)
511,nm0001618,Joaquin Phoenix,"https://m.media-amazon.com/images/M/MV5BZGMyY2Q4NTEtMWVkZS00NzcwLTkzNmQtYzBlMWZhZGNhMDhkXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Her (tt1798709)
512,nm1503416,Kaniehtiio Horn,"https://m.media-amazon.com/images/M/MV5BMjZlZTk4YjUtMTAzYi00MDRiLWJhOGQtMTM4MzZlYTcyYWVmXkEyXkFqcGdeQXVyMTY5MTMyNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Journey to the Center of the Earth (tt0373051)
513,nm1102278,Antony Starr,"https://m.media-amazon.com/images/M/MV5BMTQxMDg1Nzc0OV5BMl5BanBnXkFtZTcwODc4NTkyNw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,Outrageous Fortune (tt0461097)
514,nm0193846,Elisha Cuthbert,"https://m.media-amazon.com/images/M/MV5BMTQ1Mzg3NTA0OF5BMl5BanBnXkFtZTcwNTgyNTM5OQ@@._V1_UY209_CR69,0,140,209_AL_.jpg",Actress,The Girl Next Door (tt0265208)
515,nm1089991,Tom Hiddleston,"https://m.media-amazon.com/images/M/MV5BNWYwODAyZjAtOTQ1My00MDY2LTg0NDQtZGFiMDRiYzY4ZmM2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY209_CR7,0,140,209_AL_.jpg",Actor,The Avengers (tt0848228)
516,nm0001557,Viggo Mortensen,"https://m.media-amazon.com/images/M/MV5BNDQzOTg4NzA2Nl5BMl5BanBnXkFtZTcwMzkwNjkxMg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,The Lord of the Rings: The Return of the King (tt0167260)
517,nm0568180,Neal McDonough,"https://m.media-amazon.com/images/M/MV5BOTViNzE5MTItODVkYy00NWZiLThlNDMtZTc4Njg0ZTEwODM2XkEyXkFqcGdeQXVyOTQ4NzcwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Minority Report (tt0181689)
518,nm0126284,Rose Byrne,"https://m.media-amazon.com/images/M/MV5BMTc0MDA2Njc0OF5BMl5BanBnXkFtZTcwNzc3NDU3Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,Spy (tt3079380)
519,nm1157048,Zachary Levi,"https://m.media-amazon.com/images/M/MV5BNDU1N2YzNGYtOTU5Yy00NmE0LTkxMzUtZTNjN2I5ZGE3YTY4XkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Shazam! (tt0448115)
520,nm2442289,Gina Carano,"https://m.media-amazon.com/images/M/MV5BODBlMWE0NjctY2EwNC00ZTljLTk4NzQtODM4NDNkZjk2ZGRlXkEyXkFqcGdeQXVyMTk0NDU0OTc@._V1_UY209_CR23,0,140,209_AL_.jpg",Actress,The Mandalorian (tt8111088)
521,nm1834115,Annabelle Wallis,"https://m.media-amazon.com/images/M/MV5BMjA2MjU2NjE1OV5BMl5BanBnXkFtZTgwNTMyMTAzMjI@._V1_UY209_CR92,0,140,209_AL_.jpg",Actress,The Mummy (tt2345759)
522,nm2572554,Peyton List,"https://m.media-amazon.com/images/M/MV5BZmM5N2UwYTYtYWE2Ny00ZmIxLThmNDAtOTMzMWQyMzRmNGQ1XkEyXkFqcGdeQXVyMTAxMTI0MzI@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Diary of a Wimpy Kid: Dog Days (tt2023453)
523,nm1659348,Lauren Cohan,"https://m.media-amazon.com/images/M/MV5BMjA1MDg0MzgxOF5BMl5BanBnXkFtZTgwMzM5NDg1MzE@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,The Boy (tt3882082)
524,nm0000102,Kevin Bacon,"https://m.media-amazon.com/images/M/MV5BOTQxMTEyMjI0NV5BMl5BanBnXkFtZTgwODE4ODAzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Footloose (tt0087277)
525,nm2017943,Hayley Atwell,"https://m.media-amazon.com/images/M/MV5BZmRhZWVjZWMtMzUwZi00OTI3LThiMzAtY2VmMjU5YjQ0YjVjXkEyXkFqcGdeQXVyODMzMTM1MDc@._V1_UY209_CR11,0,140,209_AL_.jpg",Actress,Captain America: The First Avenger (tt0458339)
526,nm3069650,Jodie Comer,"https://m.media-amazon.com/images/M/MV5BZmViMjQxYTUtZDExNy00NjU1LWI4MmEtY2RhODRkMzNkODM1XkEyXkFqcGdeQXVyNjkwNzEwMzY@._V1_UY209_CR37,0,140,209_AL_.jpg",Actress,The Last Duel (tt4244994)
527,nm0005377,Sam Rockwell,"https://m.media-amazon.com/images/M/MV5BMTc2NTM3MzE5NF5BMl5BanBnXkFtZTcwMjg4NDMwNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,Moon (tt1182345)
528,nm0267506,Anna Faris,"https://m.media-amazon.com/images/M/MV5BMjA5MTY5NjMyMF5BMl5BanBnXkFtZTcwNjM0NTI4Mw@@._V1_UY209_CR10,0,140,209_AL_.jpg",Actress,The House Bunny (tt0852713)
529,nm0886638,Mamie Van Doren,"https://m.media-amazon.com/images/M/MV5BMTM1MTAzOTI0Nl5BMl5BanBnXkFtZTYwMjY1MDk0._V1_UY209_CR0,0,140,209_AL_.jpg",Actress,Voyage to the Planet of Prehistoric Women (tt0063790)
530,nm0000385,Sam Elliott,"https://m.media-amazon.com/images/M/MV5BMTU0NTk4NDgzMl5BMl5BanBnXkFtZTYwNjU5Nzc1._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,A Star Is Born (tt1517451)
531,nm4689420,Carrie Coon,"https://m.media-amazon.com/images/M/MV5BY2JlNjA2MzgtNjMwNy00Mjg1LTk1NGYtZTQ3NTZjYTgxMjM1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Gone Girl (tt2267998)
532,nm0000116,James Cameron,"https://m.media-amazon.com/images/M/MV5BMjI0MjMzOTg2MF5BMl5BanBnXkFtZTcwMTM3NjQxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Writer,Avatar (tt0499549)
533,nm1330560,Garrett Hedlund,"https://m.media-amazon.com/images/M/MV5BMTM0NDM1NTMwNF5BMl5BanBnXkFtZTYwMTE0NTgz._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Tron (tt1104001)
534,nm1390614,Jennette McCurdy,"https://m.media-amazon.com/images/M/MV5BMjQ1NDM3MjgxNF5BMl5BanBnXkFtZTgwNTExMzYzODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,iCarly (tt0972534)
535,nm0002071,Will Ferrell,"https://m.media-amazon.com/images/M/MV5BMTMxMDIzMDEzNF5BMl5BanBnXkFtZTcwODcxMjE2Mg@@._V1_UY209_CR2,0,140,209_AL_.jpg",Producer,Talladega Nights: The Ballad of Ricky Bobby (tt0415306)
536,nm0000775,Christina Applegate,"https://m.media-amazon.com/images/M/MV5BMTk2NDc2OTE2Nl5BMl5BanBnXkFtZTcwMTc4NDcxNg@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Don't Tell Mom the Babysitter's Dead (tt0101757)
537,nm0000194,Julianne Moore,"https://m.media-amazon.com/images/M/MV5BMTM5NDI1MjE2Ml5BMl5BanBnXkFtZTgwNDE0Nzk0MDE@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,Boogie Nights (tt0118749)
538,nm0276062,Todd Field,"https://m.media-amazon.com/images/M/MV5BMTI1ODI1MzI3Ml5BMl5BanBnXkFyZXN1bWU@._V1_UY209_CR11,0,140,209_AL_.jpg",Director,Tár (tt14444726)
539,nm0000128,Russell Crowe,"https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Les Misérables (tt1707386)
540,nm1500155,Robert Pattinson,"https://m.media-amazon.com/images/M/MV5BNzk0MDQ5OTUxMV5BMl5BanBnXkFtZTcwMDM5ODk5Mg@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Twilight (tt1099212)
541,nm0803890,Gustaf Skarsgård,"https://m.media-amazon.com/images/M/MV5BMTQ3NDIwNjgyMF5BMl5BanBnXkFtZTgwNDU4MjI1OTE@._V1_UY209_CR87,0,140,209_AL_.jpg",Actor,Vikings (tt2306299)
542,nm0374865,Simon Helberg,"https://m.media-amazon.com/images/M/MV5BMzk4ZWFlY2EtZmY3Ny00MGM0LWFiNTgtZDg4YmQ5YTIzZTNjXkEyXkFqcGdeQXVyODY3NzcwMTE@._V1_UY209_CR11,0,140,209_AL_.jpg",Actor,The Big Bang Theory (tt0898266)
543,nm1083271,Megan Fox,"https://m.media-amazon.com/images/M/MV5BMTc5MjgyMzk4NF5BMl5BanBnXkFtZTcwODk2OTM4Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Transformers (tt0418279)
544,nm0829576,Kristen Stewart,"https://m.media-amazon.com/images/M/MV5BYTJlOGE3ZjEtZDg4OS00MGJlLTgzY2QtYzg3OWE2NmZmYmE1XkEyXkFqcGdeQXVyMTI2Nzk2ODk3._V1_UY209_CR27,0,140,209_AL_.jpg",Actress,The Twilight Saga: Eclipse (tt1325004)
545,nm5547023,Hunter Doohan,"https://m.media-amazon.com/images/M/MV5BMGFmYWJmMjktZDNkYi00MTYzLWFhMjQtY2FkMmUzNTdlNTRhXkEyXkFqcGdeQXVyNDI5NzQ2Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Wednesday (tt13443470)
546,nm0027572,Wes Anderson,"https://m.media-amazon.com/images/M/MV5BMTY1MjgzODIwNF5BMl5BanBnXkFtZTcwNTM2NzExMw@@._V1_UY209_CR7,0,140,209_AL_.jpg",Director,Fantastic Mr. Fox (tt0432283)
547,nm1409365,Zoe Perry,"https://m.media-amazon.com/images/M/MV5BMTY1Mzc1NzkzM15BMl5BanBnXkFtZTgwMjQyMTA5MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Young Sheldon (tt6226232)
548,nm0100866,Julie Bowen,"https://m.media-amazon.com/images/M/MV5BMjIxMjI3ODI5M15BMl5BanBnXkFtZTcwNjIyNTA0NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Happy Gilmore (tt0116483)
549,nm0000245,Robin Williams,"https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Mrs. Doubtfire (tt0107614)
550,nm2819413,Inbar Lavi,"https://m.media-amazon.com/images/M/MV5BMmU3OGMxYTYtNTE1Mi00NThiLThkMmEtOGE2MWJjMzE2ZDBiXkEyXkFqcGdeQXVyMTcyODYzOTg@._V1_UY209_CR15,0,140,209_AL_.jpg",Actress,Imposters (tt5212822)
551,nm0000224,Alicia Silverstone,"https://m.media-amazon.com/images/M/MV5BZDI5ODc5NzItNTJhYS00YWRkLTljMGMtYTM4YTgzMWY5MzYzXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,Clueless (tt0112697)
552,nm2073429,Brett Goldstein,"https://m.media-amazon.com/images/M/MV5BNjIyZTZmNDEtZmQ4Ny00YWFkLWFjOGMtMDFhOTM4ZjliM2Q1XkEyXkFqcGdeQXVyMjAxMDE4NTc@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Thor: Love and Thunder (tt10648342)
553,nm0000307,Helena Bonham Carter,"https://m.media-amazon.com/images/M/MV5BMTUzMzUzMDg5MV5BMl5BanBnXkFtZTcwMDA5NDMwNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Sweeney Todd: The Demon Barber of Fleet Street (tt0408236)
554,nm2233310,Matthew Mercer,"https://m.media-amazon.com/images/M/MV5BZmUzNDcwNmEtZGFhNC00Zjc3LWE0NjktYjkxODBhNzE1NDlkXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Thundercats (tt1666278)
555,nm0925234,Mike White,"https://m.media-amazon.com/images/M/MV5BMTk1ODQ4Nzk5N15BMl5BanBnXkFtZTcwNDAwMTYyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Writer,School of Rock (tt0332379)
556,nm2410822,Cody Anthony,"https://m.media-amazon.com/images/M/MV5BODRmODBjN2YtMGY0Ny00YjE1LTlmZTEtM2UxMjczM2JhZDJkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR116,0,140,209_AL_.jpg",Actor,The Catch (tt4396862)
557,nm5166444,Ellie Bamber,"https://m.media-amazon.com/images/M/MV5BMDYyZDAzYTItYWIyNS00YjMyLTg3MmItOTk3ZDQ3N2FlOTU0XkEyXkFqcGdeQXVyMzUxMzIxMDA@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Les Misérables (tt5900600)
558,nm0000496,Juliette Lewis,"https://m.media-amazon.com/images/M/MV5BZDNmYmMzNzAtNjEzNy00YWUyLTg0NmItYWI4NWU0YjFhMjlhXkEyXkFqcGdeQXVyMTU3Njg2MjQy._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,Natural Born Killers (tt0110632)
559,nm3112470,Will Sharpe,"https://m.media-amazon.com/images/M/MV5BMTUxMDk0MTA1OF5BMl5BanBnXkFtZTgwOTkxMDkxMDI@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Flowers (tt5619658)
560,nm1086543,Amanda Seyfried,"https://m.media-amazon.com/images/M/MV5BZjE2M2M3NDUtNDhhZC00MTU4LTg2NmUtYzZkZmYyYWFlY2U4XkEyXkFqcGdeQXVyMzQ0NTk5NzU@._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,Les Misérables (tt1707386)
561,nm0005256,Bridget Moynahan,"https://m.media-amazon.com/images/M/MV5BMTc0Nzc3ODE3OF5BMl5BanBnXkFtZTcwNDQxOTU3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,"I, Robot (tt0343818)"
562,nm0926165,Mae Whitman,"https://m.media-amazon.com/images/M/MV5BMTk2NjQxMTU0N15BMl5BanBnXkFyZXN1bWU@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,The Perks of Being a Wallflower (tt1659337)
563,nm0915208,Naomi Watts,"https://m.media-amazon.com/images/M/MV5BMjIzMjY1NTA4OF5BMl5BanBnXkFtZTcwNjk3MDYwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Mulholland Dr. (tt0166924)
564,nm0000528,Mathilda May,"https://m.media-amazon.com/images/M/MV5BMTQyNDk4ODgzOV5BMl5BanBnXkFtZTYwOTkwMzM1._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Lifeforce (tt0089489)
565,nm1154764,Louise Brealey,"https://m.media-amazon.com/images/M/MV5BODFhZDVhYzgtYjUyZC00OTM1LTk1NGEtOTI2ZGQyOTc1MDAzXkEyXkFqcGdeQXVyMTU3OTg3ODY2._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Sherlock (tt1475582)
566,nm4089170,Harry Styles,"https://m.media-amazon.com/images/M/MV5BMTUxMzU2MTk1OF5BMl5BanBnXkFtZTgwNzg4NjAwMzI@._V1_UY209_CR21,0,140,209_AL_.jpg",Actor,Dunkirk (tt5013056)
567,nm0001774,Ben Stiller,"https://m.media-amazon.com/images/M/MV5BMjc4NDc3NDkzMl5BMl5BanBnXkFtZTcwMTAyNTQwMw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Producer,Tropic Thunder (tt0942385)
568,nm0005392,Keri Russell,"https://m.media-amazon.com/images/M/MV5BYjcxNjIxOWYtMWY0MS00ZmU4LWE1NGQtYzQ0ZGQ4MmUzZWJiXkEyXkFqcGdeQXVyNTIwMzYwNg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Dawn of the Planet of the Apes (tt2103281)
569,nm0333410,Topher Grace,"https://m.media-amazon.com/images/M/MV5BMTc0MjM4OTg0Nl5BMl5BanBnXkFtZTcwNzQ1MDE3Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,In Good Company (tt0385267)
570,nm0396125,Nina Hoss,"https://m.media-amazon.com/images/M/MV5BMjA4OTM1NTUzNV5BMl5BanBnXkFtZTgwNjA2ODA5OTE@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Phoenix (tt2764784)
571,nm0001057,Toni Collette,"https://m.media-amazon.com/images/M/MV5BODYzOTE3ODc1Ml5BMl5BanBnXkFtZTgwODYwMjE4NTM@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,About a Boy (tt0276751)
572,nm0531808,Kelly Macdonald,"https://m.media-amazon.com/images/M/MV5BNDc5NTU2MzY0Nl5BMl5BanBnXkFtZTcwMzU4MjA0Ng@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,No Country for Old Men (tt0477348)
573,nm1641251,Riki Lindhome,"https://m.media-amazon.com/images/M/MV5BMTAxNzM1NTkxOTleQTJeQWpwZ15BbWU3MDUwNDU2MjE@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,The Last House on the Left (tt0844708)
574,nm1812656,Luke Evans,"https://m.media-amazon.com/images/M/MV5BNDU1MDI2OTUyNV5BMl5BanBnXkFtZTcwNTA1OTY1OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Dracula Untold (tt0829150)
575,nm3929195,Erin Moriarty,"https://m.media-amazon.com/images/M/MV5BZTgwMzZiYTctMzEwMi00OTk0LTlmZTItM2JhMDIwY2Q2OWNlXkEyXkFqcGdeQXVyMjMzNDc5NTg@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,The Boys (tt1190634)
576,nm0644022,Bob Odenkirk,"https://m.media-amazon.com/images/M/MV5BOWM5MDJjYTItMTRkNC00NTQ4LThkNjUtNDY3Mzk0YWMwMTBhXkEyXkFqcGdeQXVyNzQzNDYwMA@@._V1_UY209_CR12,0,140,209_AL_.jpg",Actor,Nobody (tt7888964)
577,nm0000678,Kathleen Turner,"https://m.media-amazon.com/images/M/MV5BMjE5NTQxOTczNF5BMl5BanBnXkFtZTYwNTQ5NTc4._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Romancing the Stone (tt0088011)
578,nm0000689,Julie Warner,"https://m.media-amazon.com/images/M/MV5BMTE5NjA3Mjc3Nl5BMl5BanBnXkFtZTYwMjUzMzM1._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,Tommy Boy (tt0114694)
579,nm0004754,Jessica Biel,"https://m.media-amazon.com/images/M/MV5BMTQyNjgzODI5OV5BMl5BanBnXkFtZTcwMjI5MTQ1Mw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,The Illusionist (tt0443543)
580,nm0891895,Paz Vega,"https://m.media-amazon.com/images/M/MV5BM2Y0NmEzODYtYjI1NS00NGQ3LWJiNDktYTg2YjlmYjJjODY5XkEyXkFqcGdeQXVyODgyNDE2OA@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Spanglish (tt0371246)
581,nm3554734,Sheila Carrasco,"https://m.media-amazon.com/images/M/MV5BNzJkNWRmZWUtMTAzNi00MTZlLWJhYTctM2M1MzQ3ZWIzMGQ5XkEyXkFqcGdeQXVyMjU3MzU1MDQ@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Ghosts (tt11379026)
582,nm1377375,Rachel Bilson,"https://m.media-amazon.com/images/M/MV5BMTM2NjUxNzgxMV5BMl5BanBnXkFtZTcwNTc1Mjc1MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Jumper (tt0489099)
583,nm0098378,Kate Bosworth,"https://m.media-amazon.com/images/M/MV5BMTM4NTAwNDA0NV5BMl5BanBnXkFtZTcwNTk3MTg1Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Superman Returns (tt0348150)
584,nm4770650,Camilla Cleese,"https://m.media-amazon.com/images/M/MV5BMDc1NTA0NGUtYmM4ZC00ZGFjLWI3YjctNDg4ODk5NWVkYmRhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR6,0,140,209_AL_.jpg",Self,@midnight (tt3279494)
585,nm0000141,David Duchovny,"https://m.media-amazon.com/images/M/MV5BNzBhMjAyZGYtZWQ1Yy00MTQxLWEwNjgtZTczYzJjMjIxZWE2XkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY209_CR19,0,140,209_AL_.jpg",Actor,The X Files (tt0106179)
586,nm0687146,Jesse Plemons,"https://m.media-amazon.com/images/M/MV5BZTQyMzQzMjEtODVjMS00YzEzLWJjNzItY2I0MWM1YjY3MjZkXkEyXkFqcGdeQXVyMTMxNjMxMjE5._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,The Irishman (tt1302006)
587,nm2962727,Esme Creed-Miles,"https://m.media-amazon.com/images/M/MV5BMjE3MzE2ODA0OV5BMl5BanBnXkFtZTgwMjM4MDU4NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Dark River (tt5700176)
588,nm0424848,Dakota Johnson,"https://m.media-amazon.com/images/M/MV5BODE1ODE5MzY5M15BMl5BanBnXkFtZTgwNDg1NDA4NTM@._V1_UY209_CR34,0,140,209_AL_.jpg",Actress,Fifty Shades of Grey (tt2322441)
589,nm8547878,Beatrice Grannò,"https://m.media-amazon.com/images/M/MV5BYTZkN2ViMjgtZmMzYy00OTI2LWExNjgtZDQ0Njg3YWM5NGVlXkEyXkFqcGdeQXVyMTA5NDAwMjg1._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,The White Lotus (tt13406094)
590,nm4348240,Adam DiMarco,"https://m.media-amazon.com/images/M/MV5BMGNkMmM4MTgtNTNhNS00YWVjLTg3YTYtM2UyNjFkNzdlYjMwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,The White Lotus (tt13406094)
591,nm4960279,Margaret Qualley,"https://m.media-amazon.com/images/M/MV5BYWZmMDFlMDYtYzk3My00YTg1LTllZWUtYzY2Y2QyNjk2NTZmXkEyXkFqcGdeQXVyMzcxMTAwMDM@._V1_UY209_CR52,0,140,209_AL_.jpg",Actress,Once Upon a Time in... Hollywood (tt7131622)
592,nm0000104,Antonio Banderas,"https://m.media-amazon.com/images/M/MV5BMTUyOTQ3NTYyNF5BMl5BanBnXkFtZTcwMTY2NjIzNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Mask of Zorro (tt0120746)
593,nm0582149,Chris Messina,"https://m.media-amazon.com/images/M/MV5BMTg3Njg5OTc4OV5BMl5BanBnXkFtZTcwMTE5OTMzMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Argo (tt1024648)
594,nm0593961,Rhona Mitra,"https://m.media-amazon.com/images/M/MV5BMjMxNzM4NzE1OF5BMl5BanBnXkFtZTgwMTc2NzU5MDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Underworld: Rise of the Lycans (tt0834001)
595,nm2772105,Oona Chaplin,"https://m.media-amazon.com/images/M/MV5BMjkwMjAyNjY4MF5BMl5BanBnXkFtZTcwMjA2MDg0Nw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,The Longest Ride (tt2726560)
596,nm0647634,Elizabeth Olsen,"https://m.media-amazon.com/images/M/MV5BMjEzMjA0ODk1OF5BMl5BanBnXkFtZTcwMTA4ODM3OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Martha Marcy May Marlene (tt1441326)
597,nm0177896,Bradley Cooper,"https://m.media-amazon.com/images/M/MV5BMjM0OTIyMzY1M15BMl5BanBnXkFtZTgwMTg0OTE0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,A Star Is Born (tt1517451)
598,nm0000250,Renée Zellweger,"https://m.media-amazon.com/images/M/MV5BMmI2NTU4NTYtNTdiZi00YjNhLTk5ZGUtMmFkZjBjYTliYjg1XkEyXkFqcGdeQXVyNzczNzg0ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Chicago (tt0299658)
599,nm2812026,Nathalie Emmanuel,"https://m.media-amazon.com/images/M/MV5BMTM3NzQ4ODU0M15BMl5BanBnXkFtZTcwMDM4Njg3OA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Fast & Furious 7 (tt2820852)
600,nm0821612,Jewel Staite,"https://m.media-amazon.com/images/M/MV5BY2U3NWY4MjUtNTA3Zi00Nzg5LThkNzEtZWUzZDFkNTJiZGE0XkEyXkFqcGdeQXVyNDYwNjM2OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Firefly (tt0303461)
601,nm0000237,John Travolta,"https://m.media-amazon.com/images/M/MV5BMTMyMjZlYzgtZWRjMC00OTRmLTllZTktMmM1ODVmNjljMTQyXkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Pulp Fiction (tt0110912)
602,nm5678002,Bella Shepard,"https://m.media-amazon.com/images/M/MV5BNDU0M2UyNDYtMGZkYy00ZjFhLWEwODEtY2EzODBmNzU4OTcxXkEyXkFqcGdeQXVyMTgzNTIzNDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Wolf Pack (tt15487922)
603,nm6239256,Brittany O'Grady,"https://m.media-amazon.com/images/M/MV5BMDczNDNiNWUtNGU4Yi00NTYwLWIzYjctNTZiZDQ2ZTIyNWE1XkEyXkFqcGdeQXVyNTAxMTEwNDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Star (tt4941240)
604,nm2235721,Ruth Wilson,"https://m.media-amazon.com/images/M/MV5BNDA1NTM4ODQ4Ml5BMl5BanBnXkFtZTgwODQ1Mjg5OTE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Luther (tt1474684)
605,nm0293509,Martin Freeman,"https://m.media-amazon.com/images/M/MV5BMjE0MjAwOTMzMF5BMl5BanBnXkFtZTcwMDg1MjEyNw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Black Panther (tt1825683)
606,nm9481314,Wesley Kimmel,"https://m.media-amazon.com/images/M/MV5BMjg3NDkyNzUtNDM2MS00MzlhLWJkNWEtNjIxZGFhNmFkNjY5XkEyXkFqcGdeQXVyODM3Nzc4NjA@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Book of Boba Fett (tt13668894)
607,nm0000117,Neve Campbell,"https://m.media-amazon.com/images/M/MV5BODc1MDdlZGQtMmYyNC00ZWRiLTlmYWMtNDNhYTU0YTI4YjlmXkEyXkFqcGdeQXVyMTIzMDcyMzA@._V1_UY209_CR12,0,140,209_AL_.jpg",Actress,Scream (tt0117571)
608,nm0940362,Shailene Woodley,"https://m.media-amazon.com/images/M/MV5BYmI4YzcwNDUtZDcyNS00Njk2LTk5OGQtN2VkZjdmMTk3NTRlXkEyXkFqcGdeQXVyMzAzMzk5NDg@._V1_UY209_CR34,0,140,209_AL_.jpg",Actress,Big Little Lies (tt3920596)
